reading_minutes,translation_used,reflections_written,recitation_pages,memorization_pages,reading_streak,recitation_streak,memorization_streak,inactivity_gap_hours,weekly_activity_trend,disengagement_risk
27,1,1,19,2.7,98,49,16,82,0.3,0
42,1,1,13,0.9,46,31,5,33,0.47,0
22,1,1,10,4.5,33,61,35,96,0.12,0
29,1,2,1,2.4,8,67,28,107,0.76,0
1,1,3,13,2.8,93,94,76,151,-0.58,0
18,0,1,0,4.2,55,80,82,82,0.29,0
9,0,2,19,0.9,41,66,87,108,-0.72,0
41,1,1,16,0.2,77,66,90,6,0.57,0
9,0,2,12,3.5,42,77,50,108,0.56,0
60,0,2,4,2.5,3,67,13,145,0.06,1
1,0,1,2,1.2,45,13,34,50,-0.29,1
8,1,1,5,4.5,19,87,56,73,0.07,0
50,0,3,15,0.3,99,19,66,149,0.05,0
56,0,2,1,2.4,63,9,30,31,0.46,0
39,0,0,2,1.0,65,44,20,200,0.9,1
43,1,3,15,1.0,67,4,35,151,-0.22,0
30,0,1,7,5.0,24,28,61,185,0.67,0
45,1,3,4,3.0,92,96,37,110,0.06,0
8,0,2,8,3.7,43,51,31,156,-0.24,1
1,0,1,20,2.2,49,67,96,93,0.73,0
26,1,2,2,0.8,22,44,2,4,-0.26,1
14,1,3,19,2.3,93,19,12,141,-0.67,0
31,1,2,12,2.3,18,28,46,6,-0.01,0
25,1,1,18,3.0,6,78,27,110,0.63,0
48,1,1,3,2.9,4,29,2,168,-0.95,1
35,0,2,17,2.4,74,59,100,80,0.94,0
9,0,2,2,0.7,88,58,50,181,0.4,1
23,0,0,17,0.5,98,51,76,146,0.5,0
22,1,3,15,2.4,87,52,60,59,0.37,0
53,1,3,20,4.0,43,92,69,96,0.67,0
25,0,2,11,1.0,98,55,90,24,-0.38,0
28,0,2,14,2.4,20,9,29,125,0.28,0
53,0,3,11,0.9,70,24,29,159,-0.93,0
31,0,0,3,3.6,64,45,59,102,0.1,0
45,1,3,1,3.3,45,82,13,133,-0.35,0
21,0,3,17,1.3,52,95,37,145,0.18,0
47,1,3,16,0.9,0,16,69,183,-0.2,0
20,0,0,19,5.0,34,91,89,175,-0.92,0
5,1,1,8,4.1,94,74,44,126,-0.42,0
48,1,1,15,0.9,62,33,5,139,0.11,0
57,0,2,15,1.4,80,17,14,55,0.86,0
9,0,1,3,1.0,49,23,16,161,-0.75,1
43,1,3,19,1.9,58,71,31,13,-0.28,0
44,0,3,15,0.1,80,26,13,169,0.61,0
22,1,0,17,1.7,53,0,16,18,-0.9,0
48,0,0,4,0.1,20,59,36,196,-0.13,1
10,0,1,13,2.9,40,6,74,163,0.43,0
32,0,0,5,5.0,56,82,88,129,0.44,0
1,1,0,4,1.5,29,17,78,32,0.48,0
29,0,3,0,0.8,37,22,25,181,0.68,1
11,0,0,4,4.8,26,25,19,176,0.45,1
29,0,3,11,3.7,59,80,42,37,-0.74,0
33,0,1,16,1.1,76,10,52,164,0.52,0
53,1,1,1,3.4,77,47,33,13,-0.96,0
11,0,0,8,4.2,34,34,59,86,0.64,0
11,0,0,13,2.6,45,3,66,14,-0.88,0
33,0,2,11,4.6,85,68,100,104,0.23,0
37,1,1,15,4.0,37,54,62,24,-0.87,0
23,0,1,11,4.8,81,94,9,88,0.03,0
10,0,2,0,3.3,90,23,87,38,-0.14,0
1,0,0,16,4.4,16,62,7,97,-0.85,1
37,1,1,16,1.1,49,38,77,78,0.95,0
10,0,3,12,3.3,100,29,55,144,-0.58,0
47,1,1,10,0.5,68,76,47,26,-0.61,0
46,0,2,16,3.5,4,88,53,127,-0.57,0
32,0,2,16,3.8,45,43,41,117,0.21,0
19,1,1,0,3.9,89,25,39,108,0.29,0
39,0,1,10,2.3,61,26,15,61,-0.02,0
40,0,2,15,2.2,75,86,89,174,-0.4,0
2,0,3,15,1.0,77,52,98,137,0.05,0
42,1,2,18,3.0,65,64,74,70,-0.9,0
59,1,2,5,3.3,32,51,90,89,0.41,0
26,1,3,9,0.8,89,69,73,137,-0.03,0
2,1,1,19,2.8,95,71,59,166,-0.48,0
44,0,0,1,0.8,55,40,41,150,-0.06,1
44,0,2,8,0.2,43,22,55,94,0.08,0
29,0,0,8,3.1,16,30,56,162,0.55,1
43,1,3,11,4.6,67,48,64,10,0.43,0
36,0,0,19,2.7,100,31,98,6,0.35,0
26,1,2,0,4.9,93,66,73,1,-0.85,0
33,1,1,4,0.6,32,7,40,82,-0.67,1
52,0,1,17,4.5,2,30,71,59,0.95,0
33,1,0,3,3.7,35,14,67,70,0.47,0
17,1,0,8,1.0,39,66,27,130,-0.85,1
36,1,1,18,2.1,56,100,54,126,-0.02,0
59,1,3,16,1.8,1,50,8,114,0.47,0
35,0,3,10,2.7,94,83,46,100,-0.76,0
33,1,1,12,2.8,69,52,59,131,0.51,0
25,1,2,6,4.0,100,11,81,113,0.78,0
1,0,2,3,4.1,96,99,11,49,-0.69,0
29,0,2,7,1.2,74,3,93,131,-0.37,0
52,1,3,9,4.2,100,48,52,42,0.84,0
0,1,1,12,1.9,6,7,51,149,0.15,1
47,0,1,13,1.1,93,90,57,81,-0.25,0
8,1,0,6,4.5,51,68,44,111,0.96,0
59,0,2,5,3.4,84,91,92,142,-0.74,0
0,0,0,8,4.6,20,46,40,54,0.84,0
38,1,1,19,1.6,41,40,15,133,-0.77,0
21,0,2,19,2.0,47,100,30,30,0.14,0
50,1,2,10,1.0,19,19,30,75,0.6,0
14,1,2,9,4.2,17,41,19,176,-0.05,1
35,1,0,0,1.8,65,95,35,90,-0.19,0
2,1,1,15,3.5,80,84,22,104,-0.79,0
43,1,0,14,2.1,64,93,8,138,-0.63,0
47,0,0,20,1.9,22,64,46,195,-0.0,0
15,1,0,16,0.5,99,0,81,153,0.36,0
54,0,0,4,4.7,74,91,1,3,0.74,0
46,0,1,7,1.9,1,47,42,122,-0.25,1
42,1,3,19,0.5,8,33,86,147,0.18,0
46,1,3,5,4.1,60,51,64,109,-0.37,0
15,1,2,9,3.3,11,29,93,75,-0.23,0
27,0,0,17,4.6,50,24,85,7,0.28,0
13,1,0,5,1.1,94,88,22,95,0.58,0
47,1,2,15,4.0,65,98,72,128,-0.36,0
44,0,3,3,4.3,63,9,1,89,-0.96,1
49,0,0,20,2.5,99,96,46,59,-0.28,0
49,1,2,4,3.7,5,18,45,180,0.65,1
27,0,2,7,2.8,95,61,47,179,0.06,0
22,0,0,17,3.9,53,1,31,40,0.77,0
45,0,0,18,4.2,59,65,25,62,-0.19,0
0,0,1,20,0.4,97,84,24,65,0.32,0
9,1,3,5,4.4,59,95,20,164,0.52,0
15,0,1,13,0.5,23,37,48,161,-0.78,1
38,0,1,17,1.3,84,74,16,41,0.36,0
28,1,3,20,1.1,67,61,41,129,0.8,0
43,0,3,16,4.9,33,21,25,200,-0.99,0
53,0,1,17,2.3,31,54,84,45,0.72,0
4,1,0,7,3.5,13,93,84,106,-0.61,0
45,0,2,13,4.5,88,47,50,158,-0.13,0
35,1,2,20,4.2,42,68,38,148,0.67,0
31,0,1,0,1.7,55,59,28,131,0.11,1
5,1,1,14,2.9,89,74,37,122,0.46,0
32,1,1,6,2.6,27,4,89,138,0.25,0
13,1,1,0,4.2,48,12,42,65,-0.81,1
20,1,3,9,2.8,15,20,34,99,0.86,0
24,1,1,3,1.8,60,93,52,92,0.25,0
0,1,2,14,3.0,11,15,51,118,0.59,0
7,0,3,17,0.6,55,58,35,172,0.89,0
2,0,2,14,4.1,43,42,16,95,-0.85,0
37,0,0,20,0.2,84,81,71,159,0.03,0
58,0,2,8,4.1,94,76,70,163,-0.06,0
16,0,3,15,2.5,89,39,94,133,0.2,0
42,0,3,11,1.6,58,60,63,87,-0.69,0
25,0,1,17,4.6,7,73,11,93,-0.9,0
53,1,1,11,2.5,24,72,73,181,-0.31,0
57,0,1,5,1.5,73,18,85,129,-0.3,0
17,0,3,4,4.1,8,28,96,75,0.86,0
60,1,3,3,3.0,0,57,36,74,0.84,0
35,0,1,1,1.3,12,52,51,25,0.43,0
15,0,3,13,3.1,69,69,27,35,0.71,0
52,1,2,14,3.1,33,52,62,164,-0.06,0
52,0,3,7,3.3,13,54,93,120,0.63,0
55,1,1,18,1.3,41,79,6,92,-0.7,0
60,0,2,16,3.8,60,94,78,104,0.98,0
49,1,0,1,4.3,93,38,90,79,0.16,0
9,0,0,9,3.8,43,17,33,179,0.44,1
30,1,2,14,4.8,47,62,45,111,0.57,0
13,1,1,8,1.4,94,55,26,7,-0.84,0
21,1,2,17,0.2,27,10,38,125,-0.12,0
21,1,2,12,3.5,10,26,69,111,0.72,0
50,1,3,19,4.2,20,79,66,101,-0.99,0
51,0,2,0,2.2,98,60,23,28,-0.74,0
60,1,2,20,4.5,55,62,91,85,-0.03,0
18,0,1,3,4.6,48,48,54,53,0.78,0
12,1,1,20,3.6,51,44,25,69,0.0,0
13,1,0,11,1.9,14,87,54,21,-0.07,0
51,0,3,8,0.3,1,95,26,185,-0.05,0
20,1,0,2,1.8,5,73,95,153,-0.45,1
30,0,0,3,4.0,99,33,48,152,-0.0,0
11,1,3,9,2.3,6,35,14,194,-0.5,1
48,1,0,19,2.3,31,100,87,1,-0.31,0
11,0,1,7,2.0,87,40,72,186,0.15,0
10,1,3,6,2.7,92,66,33,72,-0.45,0
4,1,0,19,1.0,22,82,15,192,-0.3,1
14,0,0,6,1.6,99,83,97,108,-0.56,0
15,0,0,17,4.0,72,47,29,30,0.41,0
40,0,2,2,0.4,8,23,65,181,0.9,1
24,0,1,6,4.0,51,61,6,196,-0.1,1
45,0,0,15,2.3,99,83,87,140,-0.81,0
54,1,0,18,2.1,66,6,92,107,0.94,0
30,0,1,3,1.6,85,43,48,188,-0.31,1
41,0,2,14,1.6,63,39,79,112,0.99,0
51,0,3,1,0.1,78,29,15,5,-0.56,0
54,1,3,11,3.0,24,53,26,100,0.67,0
1,1,0,14,0.4,38,89,89,124,-0.26,0
42,1,2,3,3.7,7,33,4,86,0.85,0
3,1,2,11,2.5,5,60,76,69,0.99,0
10,1,1,14,0.3,82,41,99,148,0.15,0
20,0,1,15,0.3,69,21,70,93,-0.35,0
0,1,1,4,1.3,14,86,83,175,0.21,1
57,1,2,9,2.4,34,64,30,52,0.1,0
49,0,0,16,1.0,41,48,38,120,0.18,0
37,0,1,10,3.8,77,95,60,66,0.99,0
22,0,1,14,2.3,1,28,14,60,-0.69,1
44,1,3,20,0.3,98,38,64,116,0.19,0
3,1,3,0,1.5,30,24,43,105,-0.29,1
4,1,0,14,3.7,22,98,83,111,0.2,0
10,0,1,5,1.1,17,14,57,66,-0.22,1
52,1,3,18,0.3,51,94,96,89,-0.53,0
55,0,0,19,4.4,51,18,22,162,0.68,0
16,1,0,14,2.4,8,17,63,84,-0.39,0
1,0,1,5,0.8,72,43,12,138,0.35,1
52,1,3,9,1.1,80,34,83,87,-0.58,0
32,0,0,14,3.4,33,11,100,151,0.77,0
51,0,2,1,4.5,24,41,4,8,0.58,0
30,0,0,0,4.7,13,8,18,128,-0.05,1
2,0,0,5,1.6,20,4,42,145,-0.35,1
18,1,1,15,1.3,45,19,23,39,-0.08,0
37,0,2,0,3.5,90,8,68,143,0.69,0
52,1,1,4,2.6,62,47,7,170,-0.15,1
7,1,3,15,2.7,65,51,85,177,-0.81,0
34,0,0,8,3.9,11,4,69,61,-0.77,1
14,1,3,6,4.3,5,56,68,42,-0.56,0
53,0,1,19,3.1,20,12,63,72,-0.34,0
36,1,1,1,3.7,19,17,9,147,0.92,1
10,0,0,7,2.4,9,95,47,115,0.33,0
5,0,1,3,4.7,37,72,59,169,0.45,1
51,0,1,15,2.6,30,46,21,119,-0.29,0
15,1,2,20,2.4,37,44,59,116,-0.86,0
7,1,0,8,0.3,55,62,13,90,-0.12,1
57,0,0,7,3.3,51,20,48,39,0.21,0
43,1,3,3,2.8,39,45,36,127,0.48,0
2,0,2,20,0.8,29,4,66,185,-0.67,1
41,1,2,14,4.4,42,10,99,91,-0.41,0
41,0,0,6,2.2,9,11,98,61,-0.01,0
9,0,1,2,1.3,89,63,78,5,-0.26,0
12,0,0,5,2.5,47,40,30,145,0.53,1
10,1,1,18,1.4,82,56,28,162,0.62,0
44,0,1,12,3.5,40,39,8,35,0.43,0
25,0,3,10,2.9,87,98,76,36,-0.7,0
44,1,3,7,4.0,53,23,39,68,-0.58,0
60,1,1,16,1.1,82,15,64,70,0.92,0
55,0,3,15,1.4,9,48,37,53,-0.55,0
20,1,3,2,2.6,11,70,63,102,-0.25,0
11,0,0,20,1.3,15,50,31,27,0.89,0
54,0,2,10,3.3,66,23,79,27,0.13,0
20,0,2,17,4.7,13,13,99,93,-0.67,0
20,0,2,7,1.9,33,78,71,58,-0.51,0
31,1,2,19,3.3,94,100,82,161,0.81,0
4,0,0,12,0.2,29,91,32,1,0.31,0
37,0,2,13,4.3,1,8,81,148,0.15,0
29,0,1,6,3.9,1,93,6,20,0.59,0
5,1,1,16,4.2,92,63,27,33,-0.08,0
41,0,0,16,0.1,41,92,15,63,-0.75,0
2,1,3,8,0.3,3,65,53,185,-0.99,1
60,1,2,14,0.9,53,28,83,110,0.07,0
57,0,0,17,2.9,63,68,75,165,0.31,0
15,0,0,3,0.5,23,89,10,126,0.29,1
0,1,1,15,1.3,83,68,77,53,-0.65,0
50,1,0,18,3.8,67,5,88,40,0.9,0
53,0,3,20,0.3,11,99,84,120,-0.05,0
44,1,2,20,2.3,45,26,19,185,-0.45,0
2,1,3,8,2.8,62,1,73,180,-0.2,1
47,0,1,0,0.4,32,34,24,52,0.48,1
22,1,2,10,4.4,95,19,21,124,-0.13,0
22,0,0,20,1.2,43,87,60,67,-0.46,0
21,1,1,13,5.0,94,78,20,186,-0.85,0
59,1,3,20,3.1,24,25,43,47,-0.89,0
21,1,0,14,3.8,3,47,26,177,-0.65,1
34,1,2,20,1.8,82,52,44,0,-0.81,0
52,1,2,10,1.3,25,70,90,32,-0.93,0
31,1,2,3,3.5,79,33,2,28,0.32,0
59,1,1,5,0.5,87,67,13,11,-0.35,0
18,0,1,17,0.8,46,16,96,9,-0.5,0
2,0,3,16,2.1,21,28,81,27,-0.51,0
19,1,3,19,4.7,18,83,33,38,0.41,0
35,0,1,17,4.2,98,96,30,95,0.9,0
20,0,1,17,0.8,68,3,44,93,0.47,0
6,0,2,14,1.0,24,49,38,45,0.23,0
55,0,1,4,1.5,6,38,89,165,0.04,1
59,1,3,10,3.9,64,28,76,40,-0.16,0
13,0,2,12,2.8,3,83,76,153,0.3,0
29,1,1,17,2.2,23,0,20,88,0.67,0
20,1,2,16,4.6,96,82,12,0,-0.04,0
2,1,3,5,4.0,21,56,55,149,0.45,0
33,1,2,9,3.2,59,53,33,15,-0.82,0
20,0,0,19,2.2,36,52,74,42,0.22,0
46,1,3,9,4.7,12,61,26,145,-0.55,0
49,0,1,12,4.5,24,53,69,73,-0.69,0
18,1,2,15,3.4,95,18,100,99,-1.0,0
35,0,0,9,3.9,75,39,93,120,-0.99,0
15,1,2,19,3.6,53,98,70,91,-0.42,0
20,0,1,8,0.4,98,87,92,26,0.83,0
23,0,3,5,1.1,5,69,33,2,0.63,0
28,1,2,18,1.9,38,47,75,149,0.38,0
25,1,1,16,1.5,83,88,35,24,-0.13,0
20,1,0,10,4.0,1,29,33,74,-0.85,1
10,1,3,4,2.1,2,31,28,152,-0.59,1
18,1,0,6,2.4,58,10,72,26,-0.53,0
53,1,2,8,1.9,99,77,22,200,-0.53,0
23,1,2,17,4.2,29,6,53,79,-0.44,0
47,1,1,7,3.1,17,37,8,124,-0.31,1
31,1,3,19,1.9,94,13,22,65,-0.33,0
56,0,2,5,1.1,94,92,82,4,0.79,0
27,0,3,10,4.7,76,39,60,124,-0.42,0
18,1,2,5,1.3,72,40,58,160,-0.32,1
39,1,3,16,1.4,2,13,26,82,0.27,0
19,0,3,15,3.7,75,57,58,5,-0.73,0
12,1,2,4,2.8,69,100,85,14,-0.36,0
4,0,3,0,2.2,6,41,33,6,0.72,0
3,1,1,18,4.6,11,45,88,37,0.46,0
32,1,3,10,2.3,0,20,99,83,-0.18,0
12,1,0,19,1.1,47,26,86,77,-0.05,0
57,0,3,20,1.6,32,67,59,19,0.09,0
19,0,2,17,1.3,14,82,57,136,-0.7,0
2,1,3,18,0.1,34,73,4,97,0.17,0
57,1,3,15,2.1,73,75,10,66,-0.35,0
17,0,1,4,0.2,0,92,59,15,0.74,0
29,1,3,20,4.3,75,86,10,73,-0.44,0
39,1,2,2,2.4,9,4,48,188,-0.52,1
16,0,3,13,3.6,78,4,0,163,-0.78,1
41,1,1,18,1.5,18,5,37,107,-0.83,0
9,0,1,3,0.2,38,47,17,54,-0.39,1
2,0,2,15,4.5,41,84,36,22,-0.78,0
31,0,1,12,0.5,7,50,52,119,0.14,0
28,0,0,12,1.6,84,71,61,9,-0.9,0
46,0,0,4,4.0,84,22,65,157,-0.95,1
9,1,3,0,3.5,59,13,27,122,-0.01,1
21,0,1,20,2.0,34,18,28,160,-0.03,0
3,1,3,6,4.3,54,87,30,156,0.56,0
53,1,1,12,1.0,39,7,94,54,0.22,0
47,1,0,0,1.2,16,72,5,51,-0.87,1
33,1,0,16,1.8,93,35,16,185,-0.61,0
49,1,1,0,4.7,49,51,17,18,0.99,0
33,1,1,13,2.6,85,65,91,2,0.18,0
52,0,3,0,0.5,96,38,1,178,0.3,1
35,0,3,3,2.1,81,51,9,110,0.41,0
12,1,0,7,4.9,17,15,38,111,-0.52,1
8,1,2,17,2.7,9,74,90,192,0.93,0
4,1,2,9,2.3,87,46,18,75,-0.4,0
34,1,2,9,3.6,56,66,50,140,-0.97,0
2,0,2,1,0.7,38,63,49,53,0.51,1
27,0,2,7,2.6,69,59,46,174,0.23,0
20,0,2,9,3.9,44,36,96,62,0.26,0
30,0,0,8,0.5,12,22,55,130,0.76,1
26,0,2,14,1.3,67,80,37,26,0.85,0
21,1,1,4,0.4,1,1,4,108,-0.6,1
58,0,0,18,3.1,93,81,19,25,-0.82,0
27,0,3,16,2.4,66,57,1,115,0.49,0
24,0,3,8,4.9,13,46,7,64,-0.44,0
37,1,0,15,1.2,24,93,29,142,-0.59,0
35,1,1,9,3.5,75,52,20,161,0.35,0
40,1,0,19,3.6,29,76,7,167,-0.97,0
15,0,1,15,4.4,8,23,99,99,0.58,0
1,1,1,15,4.6,5,30,51,117,0.85,0
22,0,2,0,2.6,88,93,31,46,0.26,0
25,0,1,7,3.0,13,41,45,91,0.4,0
12,0,2,0,2.0,89,57,89,14,-0.38,0
38,0,0,12,2.0,71,60,30,182,-0.92,1
15,0,3,13,4.6,11,39,50,10,0.84,0
34,0,1,13,3.2,86,92,65,52,-0.66,0
37,0,0,11,4.7,15,36,58,177,-0.73,1
6,0,2,1,5.0,40,19,28,99,0.08,1
32,0,1,19,2.2,52,56,21,166,-0.13,0
52,1,2,2,2.8,73,88,18,142,-0.46,0
34,0,0,6,2.7,13,20,85,46,0.45,0
37,0,3,15,1.9,94,14,34,3,0.17,0
22,0,0,15,1.6,74,99,62,43,0.03,0
46,1,0,13,0.5,9,82,57,188,0.95,0
24,0,3,0,3.9,74,3,55,144,-0.58,1
47,1,1,3,4.5,37,87,6,120,0.29,0
3,1,2,11,2.8,54,45,0,108,-0.37,0
50,1,1,6,1.4,89,76,64,157,-0.94,0
54,0,3,1,3.1,37,44,67,73,0.63,0
11,1,0,6,3.7,53,79,97,54,-0.99,0
53,0,3,4,0.6,23,20,92,39,0.68,0
60,0,3,16,3.3,67,82,13,75,-0.47,0
22,0,3,5,4.3,95,55,93,153,-0.72,0
4,1,1,12,1.1,50,57,38,14,-0.15,0
48,0,3,11,3.2,7,38,15,10,-0.69,0
16,1,1,14,3.2,29,97,28,180,0.9,0
20,1,2,3,0.1,30,60,97,48,0.7,0
36,0,3,1,4.0,67,61,34,61,-0.43,0
57,0,3,7,0.9,90,46,11,197,0.22,0
37,1,3,9,4.8,35,49,41,11,0.91,0
59,1,0,6,3.9,13,22,9,103,0.92,0
60,0,2,12,0.3,86,86,67,130,0.7,0
45,1,2,14,2.2,26,38,20,100,0.88,0
20,0,2,11,1.8,65,22,47,27,-0.73,0
53,0,2,6,4.5,9,27,32,111,0.2,0
40,0,2,18,2.4,60,19,38,199,0.57,0
25,1,2,16,3.3,94,88,17,120,-0.63,0
31,1,0,1,1.4,7,54,1,73,-0.92,1
54,0,2,10,0.4,21,44,26,138,0.1,0
31,0,0,2,0.6,87,0,71,179,-0.01,1
5,0,1,2,3.4,24,9,35,4,-0.67,1
23,1,3,16,3.7,64,39,30,114,-0.12,0
35,1,0,12,4.4,96,96,31,20,-0.36,0
18,1,1,3,2.1,92,74,53,125,-0.06,0
4,0,1,6,0.2,30,75,49,104,-0.58,1
33,0,0,4,0.1,23,31,86,83,-0.58,1
28,1,1,2,1.7,83,70,18,121,0.88,0
58,0,2,4,2.3,57,36,67,175,0.24,0
51,1,3,2,1.0,75,59,97,91,-0.63,0
51,0,0,1,2.5,21,94,38,9,0.46,0
16,0,0,13,1.1,42,35,5,188,-0.06,1
36,0,1,4,1.0,99,97,73,98,-0.03,0
20,1,2,18,1.7,69,85,63,193,0.6,0
58,0,1,16,3.8,88,93,54,127,-0.75,0
39,1,0,10,1.1,1,73,20,80,-0.07,0
22,0,3,12,2.1,30,23,86,137,0.13,0
33,0,0,20,2.3,15,20,27,32,-0.19,0
6,1,3,9,0.5,79,78,9,11,-0.5,0
46,0,1,15,0.8,14,21,1,70,0.06,0
48,0,0,11,3.1,91,46,60,16,0.19,0
18,0,0,19,4.0,39,16,85,194,-0.68,0
56,0,1,2,4.5,70,99,98,62,0.66,0
37,0,2,18,3.8,72,42,62,76,0.8,0
0,0,1,15,2.1,29,41,97,135,0.49,0
10,0,3,12,2.1,97,81,7,97,0.78,0
59,1,3,9,4.4,9,22,65,103,-0.51,0
15,1,0,13,3.1,30,39,49,88,0.01,0
39,1,3,10,2.2,69,27,17,9,0.75,0
58,1,2,16,2.1,94,34,38,3,-0.92,0
17,0,3,15,3.9,92,29,94,149,0.73,0
24,1,3,8,4.0,2,59,45,110,0.14,0
36,1,3,7,0.9,78,57,67,41,0.72,0
22,1,3,18,2.7,58,82,6,196,0.87,0
37,0,2,12,2.7,78,15,17,105,0.44,0
28,1,0,12,4.7,88,60,23,59,0.85,0
56,0,1,10,3.6,59,84,81,141,0.51,0
56,0,3,7,2.5,34,17,62,99,0.44,0
37,0,2,12,4.6,55,37,26,27,0.66,0
33,1,0,20,2.5,65,57,26,128,0.76,0
4,1,0,5,2.5,43,7,9,42,0.69,1
51,1,3,4,0.1,67,29,30,181,0.1,1
33,0,3,4,4.6,87,0,33,10,0.5,0
51,1,3,12,0.4,87,99,42,200,-0.82,0
14,1,0,8,1.6,32,42,43,51,-0.84,1
46,1,3,20,1.5,62,14,74,199,-0.04,0
23,0,3,16,0.8,77,31,92,49,-0.1,0
33,1,1,13,4.9,91,3,63,5,0.23,0
10,0,2,14,2.2,5,95,38,44,-0.72,0
9,0,2,4,1.0,14,100,45,90,-0.43,1
28,0,2,16,0.1,18,14,87,133,-0.94,0
36,1,3,14,4.8,50,78,15,159,-0.11,0
44,0,3,2,1.2,67,63,41,76,0.32,0
0,0,0,3,3.0,49,46,46,16,-0.22,1
21,1,0,9,3.8,62,92,65,125,-0.42,0
54,0,0,0,3.6,82,48,4,178,-0.53,1
53,0,3,12,0.1,1,25,46,170,0.74,0
32,0,3,8,4.5,21,26,52,198,0.54,0
45,0,2,2,1.9,39,18,84,118,-0.18,1
60,1,2,18,2.3,86,6,16,136,-0.28,0
36,1,1,18,3.7,76,9,43,94,-0.57,0
54,0,1,7,4.8,33,77,25,196,0.14,0
19,1,1,3,4.6,1,20,97,49,0.6,0
1,0,2,18,4.7,93,32,99,53,0.17,0
47,0,0,4,0.5,14,6,91,84,0.82,0
42,0,0,10,1.1,42,27,78,160,0.51,0
23,0,0,8,4.8,86,31,93,76,-0.43,0
37,1,0,18,0.3,31,42,23,89,-0.05,0
4,0,0,7,4.4,78,51,64,193,0.62,0
0,1,1,13,3.4,77,22,99,5,0.06,0
4,1,0,11,3.5,10,46,17,81,0.5,0
34,0,3,19,1.1,8,92,1,35,0.3,0
28,1,0,11,3.9,57,3,94,29,0.33,0
34,1,3,11,4.8,2,22,89,145,-0.14,0
0,0,3,15,4.4,67,22,39,21,0.82,0
50,0,1,2,0.4,26,67,18,10,0.18,0
52,1,0,0,3.6,16,84,33,52,0.83,0
44,0,0,8,4.1,96,47,82,138,-0.93,0
52,0,3,1,4.5,11,70,78,85,-0.22,0
25,0,0,5,0.6,57,4,96,183,0.58,1
28,0,3,13,2.5,68,79,89,186,-0.43,0
6,0,1,0,0.3,94,73,92,10,-0.2,0
23,1,0,5,3.9,98,2,96,81,-0.18,0
26,1,3,18,1.1,41,98,87,6,0.6,0
16,0,1,6,2.8,1,28,98,10,0.73,0
41,1,3,12,4.6,6,66,67,71,-0.46,0
14,1,1,4,2.2,95,37,60,189,-0.71,1
5,0,3,5,5.0,46,95,40,161,0.6,0
59,1,1,14,2.7,5,18,17,70,-0.42,0
40,1,3,16,1.2,64,74,47,126,0.64,0
24,1,2,3,4.8,81,99,28,106,-0.9,0
34,1,0,19,3.0,83,55,84,120,0.25,0
53,1,3,17,4.1,84,88,59,85,-0.36,0
34,0,1,8,4.3,7,9,81,147,0.95,0
35,0,2,4,1.7,15,32,4,188,0.64,1
16,1,0,1,2.7,90,7,20,16,0.33,0
4,0,0,5,1.2,24,93,60,17,0.83,0
0,1,2,13,3.9,94,37,83,61,0.51,0
49,0,0,7,1.8,31,75,7,51,-0.26,0
21,0,2,4,3.1,29,64,46,18,-0.56,0
35,0,3,7,4.7,17,19,22,165,-0.81,1
19,1,2,9,4.4,59,85,41,166,-0.17,0
1,1,3,6,0.7,24,38,34,155,-0.86,1
50,1,3,20,4.7,48,98,3,54,-0.09,0
16,0,1,11,3.7,73,14,75,192,-0.4,0
39,0,0,11,3.7,37,56,91,66,0.45,0
21,1,2,2,4.3,83,20,7,178,-0.42,1
29,1,2,5,2.1,54,77,44,65,-0.06,0
9,0,0,12,4.1,25,24,24,23,-0.57,0
38,1,3,11,3.2,92,36,38,65,0.68,0
53,0,3,3,3.9,95,52,37,183,0.4,0
20,1,3,19,3.1,12,79,1,22,-0.29,0
46,0,3,15,2.4,27,9,35,134,0.15,0
16,0,2,10,3.3,52,20,81,168,0.77,0
43,0,1,14,3.8,23,57,7,199,0.09,0
37,0,0,5,2.6,84,100,0,2,-0.7,0
1,0,0,15,3.3,90,70,36,61,0.59,0
47,1,3,8,4.9,48,76,28,5,0.49,0
23,1,2,1,0.4,40,9,28,50,0.11,1
34,0,0,14,4.3,42,65,49,181,0.38,0
45,1,3,19,4.1,52,78,1,15,0.03,0
15,0,0,19,2.4,25,84,49,102,-0.94,0
52,0,1,19,1.5,85,28,31,133,-0.93,0
29,0,1,10,2.9,88,75,4,126,0.79,0
5,0,2,9,3.2,57,91,65,98,0.41,0
58,1,1,1,4.4,26,36,39,170,0.86,0
57,1,3,11,2.9,37,83,10,114,-0.86,0
55,0,1,11,2.7,63,88,96,22,-0.94,0
0,1,2,2,4.7,87,96,76,152,0.69,0
18,1,3,18,1.5,47,62,25,91,-0.13,0
50,0,0,11,1.3,46,51,87,58,-0.77,0
30,0,1,3,0.8,79,31,1,14,0.88,0
24,0,2,11,2.8,49,80,99,62,-0.28,0
42,1,2,4,4.6,53,5,77,85,-0.26,0
14,1,1,4,1.4,16,77,42,194,0.81,1
1,1,2,3,0.0,0,94,71,194,0.01,1
10,0,1,13,3.9,66,34,30,47,-0.85,0
51,1,0,18,3.3,55,100,55,32,-0.4,0
38,0,1,7,1.3,53,55,53,106,-0.01,0
14,1,3,14,4.5,99,71,4,167,0.06,0
27,1,1,7,4.7,55,90,87,146,-0.23,0
